100 4
76 72 0.21571393010785736
77 77 0.033924292307697376
77 78 0.2435063924730506
77 79 -0.39717978823930566
77 80 0.8841956768896598
78 77 0.9088839574750267
78 78 -0.3784001182881879
78 79 0.12325517942356612
78 80 0.12470550536878704
79 77 -0.34474753187239227
79 78 -0.4566981009238603
79 79 0.6871466317255452
79 80 0.44766671798188395
80 77 0.2322245325193927
80 78 0.76742741149687
80 79 0.5957229918910992
80 80 0.047339745581086015
77 81 0.17952845007713122
78 82 0.16755423445143422
79 83 0.16714869442149896
80 84 0.10703826486208115
77 73 0.21069083256146698
77 76 0.11106772254747406
77 74 0.14914222686474796
78 76 0.26627328270492995
77 75 0.005689966971997839
79 76 0.03308664069130017
80 76 0.27524074768786355
81 81 0.9496614291208019
81 82 -0.15885388658609695
81 83 -0.21198618487485063
81 84 0.167243744812576
82 81 0.30748380060925784
82 82 0.32539652005103276
82 83 0.7522470704450396
82 84 -0.4834202748214234
83 81 -0.043832773439103766
83 82 -0.35359936257230457
83 83 0.6200601841618676
83 84 0.6989789315696494
84 81 0.040933731515208675
84 82 0.862467412858961
84 83 -0.0686408802843757
84 84 0.4997627646537882
81 85 0.2997807816791459
82 86 0.25154265574104645
83 87 0.2978835686605216
84 88 0.05932011027003733
81 77 0.2274382068844875
81 80 0.160391063541742
81 78 0.14359536680815604
82 80 0.13201785760776455
81 79 0.2708804500469585
83 80 0.20236535816305115
84 80 0.23250657716220596
85 85 -0.4143055780446892
85 86 0.5274533956152326
85 87 0.6925745605609366
85 88 0.2654887596845523
86 85 0.2214567683138346
86 86 0.2266699255856329
86 87 -0.3742311891279282
86 88 0.8715094157190115
87 85 0.05317619966364868
87 86 -0.7833436448367372
87 87 0.47696062307190673
87 88 0.3950361881170963
88 85 0.8811810708125655
88 86 0.23829896009605245
88 87 0.390896481420057
88 88 -0.11804010704916712
85 89 0.1985554365216765
86 90 0.17008214311085848
87 91 0.25229807196078385
88 92 0.21103190421697843
85 81 0.026274030000330684
85 84 0.07875477830878014
85 82 0.09410521356009886
86 84 0.18382551669323974
85 83 0.12208718840931833
87 84 0.12521922185592863
88 84 0.13453103626385127
89 89 0.7558773833977953
89 90 0.19210411842178096
89 91 -0.412835155259751
89 92 0.4704386501285258
90 89 0.5071259896839377
90 90 0.4093610163611209
90 91 0.6180478192102536
90 92 -0.439617654377444
91 89 0.11967320170065644
91 90 -0.49883177404147583
91 91 0.6395016424229163
91 92 0.5726105442093603
92 89 -0.3964226742373637
92 90 0.7393824633948343
92 91 0.19652398604114069
92 92 0.5074849348356896
89 93 0.239951400961249
90 94 0.10293324515160208
91 95 0.2559344716185205
92 96 0.13757738665915248
89 85 0.07656505065113071
89 88 0.16051354779449492
89 86 0.06976147977276956
90 88 0.24171183316537825
89 87 0.22333831809844926
91 88 0.16885298820482283
92 88 0.15821320117200616
93 93 0.9161356174146839
93 94 -0.13091704932764872
93 95 -0.3275038263998167
93 96 -0.19051902895258852
94 93 0.34494421386835333
94 94 -0.10589039638372613
94 95 0.9206821003783454
94 96 0.14881257781303175
95 93 0.14541995849027523
95 94 0.9810089063466697
95 95 0.07516244208557699
95 96 -0.10404407066686168
96 93 0.14339475407296953
96 94 0.09627811702329496
96 95 -0.19858580270535234
96 96 0.9647446022915455
93 97 0.28587347056115503
94 98 0.09864085805892048
95 99 0.1743325181473986
96 100 0.06684030356962646
93 89 0.20247433047639643
93 92 0.22659144399871725
93 90 0.19546060897127493
94 92 0.16345202719043897
93 91 0.18588899750276644
95 92 0.15829542742908154
96 92 0.20111928756605005
97 97 0.8051718714272174
97 98 0.5577939403662905
97 99 -0.18139116988255446
97 100 0.08752954382194668
98 97 -0.35127066603093243
98 98 0.7209144243959054
98 99 0.5673542579834254
98 100 -0.18708409294267275
99 97 0.4696898576642168
99 98 -0.4090296647379457
99 99 0.7748260880946869
99 100 -0.10830837538997758
100 97 -0.08774174750906946
100 98 0.042930713398822144
100 99 0.21178036416202525
100 100 0.9724234761391374
97 93 0.015808307646360664
97 96 0.21802392921213568
97 94 0.09134257588221316
98 96 0.1974860050954222
97 95 0.15341964775130437
99 96 0.10727034591421628
100 96 0.20797617931398288
